id,Name,Kingdom,Class,Family,Taxa,Count
400,Trotocraspeda divaricata,Animalia,Insecta,Geometridae,moth,386
401,Genus Olene,Animalia,Insecta,Erebidae,moth,385
402,Ommatophora luminosa,Animalia,Insecta,Erebidae,moth,383
403,Saptha divitiosa,Animalia,Insecta,Choreutidae,moth,380
404,Dysaethria flavistriga,Animalia,Insecta,Uraniidae,moth,379
405,Callopistria maillardi,Animalia,Insecta,Noctuidae,moth,378
406,Drapetodes mitaria,Animalia,Insecta,Drepanidae,moth,378
407,Cyana sanguinea,Animalia,Insecta,Erebidae,moth,378
408,Trachea auriplena,Animalia,Insecta,Noctuidae,moth,377
409,Ethmia lineatonotella,Animalia,Insecta,Depressariidae,moth,377
410,Acosmeryx naga,Animalia,Insecta,Sphingidae,moth,377
411,Hysteroscene hyalina,Animalia,Insecta,Zygaenidae,moth,377
412,Arctioblepsis rubida,Animalia,Insecta,Pyralidae,moth,376
413,Kaniska canace drilon,Animalia,Insecta,Nymphalidae,butterfly,376
414,Genus Agrotera,Animalia,Insecta,Crambidae,moth,376
415,Genus Clelea,Animalia,Insecta,Zygaenidae,moth,375
416,Eudocima phalonia,Animalia,Insecta,Erebidae,moth,375
417,Theretra nessus,Animalia,Insecta,Sphingidae,moth,375
418,Argyreus hyperbius,Animalia,Insecta,Nymphalidae,butterfly,374
419,Cnaphalocrocis medinalis,Animalia,Insecta,Crambidae,moth,372
420,Eressa confinis,Animalia,Insecta,Erebidae,moth,372
421,Oreta extensa,Animalia,Insecta,Drepanidae,moth,371
422,Elusa ustula,Animalia,Insecta,Noctuidae,moth,371
423,Vanessa indica,Animalia,Insecta,Nymphalidae,butterfly,371
424,Mosopia punctilinea,Animalia,Insecta,Erebidae,moth,369
425,Genus Parasa,Animalia,Insecta,Limacodidae,moth,368
426,Caltoris cahira austeni,Animalia,Insecta,Hesperiidae,butterfly,367
427,Graphium sarpedon,Animalia,Insecta,Papilionidae,butterfly,367
428,Family Tineidae,Animalia,Insecta,Tineidae,moth,366
429,Acosmeryx castanea,Animalia,Insecta,Sphingidae,moth,366
430,Family Apidae,Animalia,Insecta,Apidae,other,366
431,Ischyja ferrifracta,Animalia,Insecta,Erebidae,moth,366
432,Syllepte taiwanalis,Animalia,Insecta,Crambidae,moth,365
433,Dindica taiwana,Animalia,Insecta,Geometridae,moth,365
434,Neoscona punctigera,Animalia,Arachnida,Araneidae,spider,364
435,Setora postornata,Animalia,Insecta,Limacodidae,moth,363
436,Miltochrista ziczac,Animalia,Insecta,Erebidae,moth,363
437,Lemyra rhodophilodes,Animalia,Insecta,Erebidae,moth,360
438,Genus Pieris,Animalia,Insecta,Pieridae,butterfly,360
439,Harmonia dimidiata,Animalia,Insecta,Coccinellidae,coleoptera,360
440,Spindasis syama,Animalia,Insecta,Lycaenidae,butterfly,360
441,Oxyopes sertatus,Animalia,Arachnida,Oxyopidae,spider,359
442,Gonitis mesogona,Animalia,Insecta,Erebidae,moth,359
443,Lophophelma iterans,Animalia,Insecta,Geometridae,moth,358
444,Callopistria phaeogona,Animalia,Insecta,Noctuidae,moth,357
445,Oreta insignis,Animalia,Insecta,Drepanidae,moth,355
446,Garaeus apicata,Animalia,Insecta,Geometridae,moth,355
447,Carea internifusca,Animalia,Insecta,Nolidae,moth,355
448,Luxiaria costinota,Animalia,Insecta,Geometridae,moth,355
449,Clanis bilineata,Animalia,Insecta,Sphingidae,moth,353
450,Genus Syntypistis,Animalia,Insecta,Notodontidae,moth,352
451,Cyrtophora moluccensis,Animalia,Arachnida,Araneidae,spider,349
452,Chundana emarginata,Animalia,Insecta,Uraniidae,moth,349
453,Junonia orithya,Animalia,Insecta,Nymphalidae,butterfly,348
454,Lomographa platyleucata,Animalia,Insecta,Geometridae,moth,348
455,Checupa stegeri,Animalia,Insecta,Noctuidae,moth,348
456,Ptocasius strupifer,Animalia,Arachnida,Salticidae,spider,347
457,Birthamula rufa,Animalia,Insecta,Limacodidae,moth,346
458,Yashmakia suffusa,Animalia,Insecta,Geometridae,moth,346
459,Habrosyne indica,Animalia,Insecta,Drepanidae,moth,346
460,Hipoepa fractalis,Animalia,Insecta,Erebidae,moth,346
461,Entomopteryx rubridisca,Animalia,Insecta,Geometridae,moth,345
462,Genus Simplicia,Animalia,Insecta,Erebidae,moth,345
463,Family Hesperiidae,Animalia,Insecta,Hesperiidae,butterfly,344
464,Hyblaea firmamentum,Animalia,Insecta,Hyblaeidae,moth,343
465,Ictinogomphus rapax,Animalia,Insecta,Gomphidae,odonata,343
466,Genus Hypomecis,Animalia,Insecta,Geometridae,moth,343
467,Langia zenzeroides,Animalia,Insecta,Sphingidae,moth,342
468,Genus Heterolocha,Animalia,Insecta,Geometridae,moth,341
469,Genus Chiasmia,Animalia,Insecta,Geometridae,moth,341
470,Family Lycaenidae,Animalia,Insecta,Lycaenidae,butterfly,339
471,Jamides celeno,Animalia,Insecta,Lycaenidae,butterfly,338
472,Cosmodela batesi,Animalia,Insecta,Carabidae,coleoptera,338
473,Leptotes plinius,Animalia,Insecta,Lycaenidae,butterfly,338
474,Pogonopygia nigralbata,Animalia,Insecta,Geometridae,moth,337
475,Seseria formosana,Animalia,Insecta,Hesperiidae,butterfly,337
476,Family Thomisidae,Animalia,Arachnida,Thomisidae,spider,337
477,Argiope aetheroides,Animalia,Arachnida,Araneidae,spider,336
478,Brahmaea wallichii,Animalia,Insecta,Brahmaeidae,moth,335
479,Dorcus titanus,Animalia,Insecta,Lucanidae,coleoptera,334
480,Orthocabera sericea,Animalia,Insecta,Geometridae,moth,334
481,Quedius perng,Animalia,Insecta,Staphylinidae,coleoptera,334
482,Mycalesis sangaica mara,Animalia,Insecta,Nymphalidae,butterfly,333
483,Rusicada privata,Animalia,Insecta,Erebidae,moth,332
484,Chitoria chrysolora,Animalia,Insecta,Nymphalidae,butterfly,332
485,Cyana subalba,Animalia,Insecta,Erebidae,moth,330
486,Family Theridiidae,Animalia,Arachnida,Theridiidae,spider,329
487,Chiasmia intermediaria,Animalia,Insecta,Geometridae,moth,328
488,Arichanna picaria,Animalia,Insecta,Geometridae,moth,327
489,Genus Hyalobathra,Animalia,Insecta,Crambidae,moth,327
490,Calliteara angulata,Animalia,Insecta,Erebidae,moth,326
491,Potanthus confucius angustatus,Animalia,Insecta,Hesperiidae,butterfly,325
492,Cypoides chinensis,Animalia,Insecta,Sphingidae,moth,325
493,Cyrestis thyodamas,Animalia,Insecta,Nymphalidae,butterfly,324
494,Albara reversaria,Animalia,Insecta,Drepanidae,moth,324
495,Athetis brunneolineosa,Animalia,Insecta,Noctuidae,moth,324
496,Symbrenthia hypselis scatinia,Animalia,Insecta,Nymphalidae,butterfly,324
497,Genus Mycalesis,Animalia,Insecta,Nymphalidae,butterfly,323
498,Genus Papilio,Animalia,Insecta,Papilionidae,butterfly,323
499,Eoophyla gibbosalis,Animalia,Insecta,Crambidae,moth,323
500,Genus Theretra,Animalia,Insecta,Sphingidae,moth,323
501,Prismosticta fenestrata,Animalia,Insecta,Endromidae,moth,323
502,Endotricha olivacealis,Animalia,Insecta,Pyralidae,moth,322
503,Phlogophora albovittata,Animalia,Insecta,Noctuidae,moth,321
504,Parantica sita niphonica,Animalia,Insecta,Nymphalidae,butterfly,321
505,Genus Hemithea,Animalia,Insecta,Geometridae,moth,321
506,Xyleutes strix,Animalia,Insecta,Cossidae,moth,321
507,Chiasmia monticolaria notia,Animalia,Insecta,Geometridae,moth,320
508,Genus Ypthima,Animalia,Insecta,Nymphalidae,butterfly,319
509,Oxacme cretacea,Animalia,Insecta,Erebidae,moth,319
510,Daphnis nerii,Animalia,Insecta,Sphingidae,moth,318
511,Ophthalmitis herbidaria,Animalia,Insecta,Geometridae,moth,318
512,Ischyja manlia,Animalia,Insecta,Erebidae,moth,318
513,Opisthograptis punctilineata,Animalia,Insecta,Geometridae,moth,317
514,Family Elateridae,Animalia,Insecta,Elateridae,coleoptera,317
515,Genus Metaphoenia,Animalia,Insecta,Erebidae,moth,317
516,Genus Hadennia,Animalia,Insecta,Erebidae,moth,316
517,Adrapsa simplex,Animalia,Insecta,Erebidae,moth,315
518,Organopoda carnearia,Animalia,Insecta,Geometridae,moth,314
519,Sarcinodes yeni,Animalia,Insecta,Geometridae,moth,314
520,Corymica arnearia,Animalia,Insecta,Geometridae,moth,314
521,Scedopla umbrosa,Animalia,Insecta,Erebidae,moth,314
522,Lymantria umbrifera,Animalia,Insecta,Erebidae,moth,313
523,Mesastrape fulguraria,Animalia,Insecta,Geometridae,moth,312
524,Genus Xerodes,Animalia,Insecta,Geometridae,moth,312
525,Acraea issoria formosana,Animalia,Insecta,Nymphalidae,butterfly,312
526,Epicauta hirticornis,Animalia,Insecta,Meloidae,coleoptera,311
527,Hypersypnoides punctosa,Animalia,Insecta,Erebidae,moth,311
528,Callidrepana patrana,Animalia,Insecta,Drepanidae,moth,310
529,Tarsolepis japonica,Animalia,Insecta,Notodontidae,moth,309
530,Parapercnia giraffata,Animalia,Insecta,Geometridae,moth,309
531,Comostola laesaria,Animalia,Insecta,Geometridae,moth,309
532,Dindica polyphaenaria,Animalia,Insecta,Geometridae,moth,308
533,Xandrames dholaria,Animalia,Insecta,Geometridae,moth,307
534,Genus Chadisra,Animalia,Insecta,Notodontidae,moth,307
535,Euproctis baibarana,Animalia,Insecta,Erebidae,moth,307
536,Alcis semiusta,Animalia,Insecta,Geometridae,moth,306
537,Neopithecops zalmora,Animalia,Insecta,Lycaenidae,butterfly,306
538,Meligethes pectoralis,Animalia,Insecta,Nitidulidae,coleoptera,304
539,Ampelophaga rubiginosa,Animalia,Insecta,Sphingidae,moth,304
540,Diarsia nigrosigna,Animalia,Insecta,Noctuidae,moth,303
541,Family Cantharidae,Animalia,Insecta,Cantharidae,coleoptera,303
542,Ourapteryx yerburii virescens,Animalia,Insecta,Geometridae,moth,302
543,Plusiopalpa adrasta shisa,Animalia,Insecta,Noctuidae,moth,302
544,Theopea sauteri,Animalia,Insecta,Chrysomelidae,coleoptera,302
545,Meligethes flavicollis,Animalia,Insecta,Nitidulidae,coleoptera,301
546,Thysanoptyx incurvata,Animalia,Insecta,Erebidae,moth,301
547,Anisoneura salebrosa,Animalia,Insecta,Erebidae,moth,300
548,Hydatocapnia gemina,Animalia,Insecta,Geometridae,moth,299
549,Thelacantha brevispina,Animalia,Arachnida,Araneidae,spider,299
550,Cosmotriche discitincta,Animalia,Insecta,Lasiocampidae,moth,298
551,Genus Pleuroptya,Animalia,Insecta,Crambidae,moth,298
552,Beara tortriciformis,Animalia,Insecta,Nolidae,moth,296
553,Dura alba,Animalia,Insecta,Erebidae,moth,296
554,Genus Hypocala,Animalia,Insecta,Erebidae,moth,296
555,Zizula hylax,Animalia,Insecta,Lycaenidae,butterfly,296
556,Harutalcis fumigata,Animalia,Insecta,Geometridae,moth,295
557,Thyas juno,Animalia,Insecta,Erebidae,moth,295
558,Leucauge blanda,Animalia,Arachnida,Tetragnathidae,spider,294
559,Aroa substrigosa,Animalia,Insecta,Erebidae,moth,294
560,Vespa basalis,Animalia,Insecta,Vespidae,other,294
561,Chamaita hirta,Animalia,Insecta,Erebidae,moth,294
562,Trithemis festiva,Animalia,Insecta,Libellulidae,odonata,293
563,Cnethodonta grisescens,Animalia,Insecta,Notodontidae,moth,292
564,Genus Lymantria,Animalia,Insecta,Erebidae,moth,292
565,Morphosphaera chrysomeloides,Animalia,Insecta,Chrysomelidae,coleoptera,291
566,Oreta fuscopurpurea,Animalia,Insecta,Drepanidae,moth,289
567,Aroana baliensis,Animalia,Insecta,Erebidae,moth,289
568,Family Zygaenidae,Animalia,Insecta,Zygaenidae,moth,288
569,Glyphodes bivitralis,Animalia,Insecta,Crambidae,moth,288
570,Cyclodes omma,Animalia,Insecta,Noctuidae,moth,288
571,Genus Parotis,Animalia,Insecta,Crambidae,moth,288
572,Genus Melanthia,Animalia,Insecta,Geometridae,moth,287
573,Callyna monoleuca,Animalia,Insecta,Noctuidae,moth,287
574,Trichonephila clavata,Animalia,Arachnida,Araneidae,spider,287
575,Chrysodeixis eriosoma,Animalia,Insecta,Noctuidae,moth,286
576,Mythimna albomarginata,Animalia,Insecta,Noctuidae,moth,286
577,Genus Talanga,Animalia,Insecta,Crambidae,moth,283
578,Hypolimnas bolina,Animalia,Insecta,Nymphalidae,butterfly,283
579,Eurema andersoni godana,Animalia,Insecta,Pieridae,butterfly,283
580,Argyrocosma inductaria,Animalia,Insecta,Geometridae,moth,283
581,Syntypistis subgeneris,Animalia,Insecta,Notodontidae,moth,283
582,Illeis koebelei,Animalia,Insecta,Coccinellidae,coleoptera,282
583,Calletaera postvittata,Animalia,Insecta,Geometridae,moth,282
584,Callopistria repleta,Animalia,Insecta,Noctuidae,moth,281
585,Xylostola indistincta,Animalia,Insecta,Noctuidae,moth,281
586,Mythimna yu,Animalia,Insecta,Noctuidae,moth,281
587,Sarcinodes yayeyamana,Animalia,Insecta,Geometridae,moth,280
588,Genus Addaea,Animalia,Insecta,Thyrididae,moth,280
589,Entomopteryx combusta,Animalia,Insecta,Geometridae,moth,280
590,Symbrenthia lilaea lunica,Animalia,Insecta,Nymphalidae,butterfly,280
591,Somatina rosacea,Animalia,Insecta,Geometridae,moth,280
592,Hypolimnas misippus,Animalia,Insecta,Nymphalidae,butterfly,280
593,Tapinoma melanocephalum,Animalia,Insecta,Formicidae,other,279
594,Spaniocentra hollowayi,Animalia,Insecta,Geometridae,moth,279
595,Genus Corymica,Animalia,Insecta,Geometridae,moth,278
596,Tyspanodes hypsalis,Animalia,Insecta,Crambidae,moth,278
597,Libythea lepita formosana,Animalia,Insecta,Nymphalidae,butterfly,277
598,Semiothisops macariata,Animalia,Insecta,Erebidae,moth,276
599,Genus Eilema,Animalia,Insecta,Erebidae,moth,275
600,Odonestis bheroba,Animalia,Insecta,Lasiocampidae,moth,274
601,Pachliopta aristolochiae interposita,Animalia,Insecta,Papilionidae,butterfly,274
602,Somera viridifusca,Animalia,Insecta,Notodontidae,moth,274
603,Ceriagrion auranticum ryukyuanum,Animalia,Insecta,Coenagrionidae,odonata,273
604,Cephonodes hylas,Animalia,Insecta,Sphingidae,moth,273
605,Arichanna marginata,Animalia,Insecta,Geometridae,moth,272
606,Theretra oldenlandiae,Animalia,Insecta,Sphingidae,moth,272
607,Oxyopes macilentus,Animalia,Arachnida,Oxyopidae,spider,272
608,Euproctis inornata,Animalia,Insecta,Erebidae,moth,272
609,Polythlipta divaricata,Animalia,Insecta,Crambidae,moth,271
610,Peucetia formosensis,Animalia,Arachnida,Oxyopidae,spider,271
611,Crocothemis servilia servilia,Animalia,Insecta,Libellulidae,odonata,271
612,Euhampsonia formosana,Animalia,Insecta,Notodontidae,moth,270
613,Hydrillodes lentalis,Animalia,Insecta,Erebidae,moth,270
614,Genus Perixera,Animalia,Insecta,Geometridae,moth,270
615,Herochroma cristata,Animalia,Insecta,Geometridae,moth,270
616,Genus Adoxophyes,Animalia,Insecta,Tortricidae,moth,270
617,Genus Sauris,Animalia,Insecta,Geometridae,moth,270
618,Orthetrum sabina,Animalia,Insecta,Libellulidae,odonata,269
619,Tridrepana unispina,Animalia,Insecta,Drepanidae,moth,268
620,Cyclidia substigmaria,Animalia,Insecta,Drepanidae,moth,268
621,Pogonopygia pavidus,Animalia,Insecta,Geometridae,moth,268
622,Cyana formosana,Animalia,Insecta,Erebidae,moth,268
623,Erebus gemmans,Animalia,Insecta,Erebidae,moth,268
624,Phrixolepia inouei,Animalia,Insecta,Limacodidae,moth,267
625,Paradoxopla sinuata,Animalia,Insecta,Lasiocampidae,moth,267
626,Phalanta phalantha,Animalia,Insecta,Nymphalidae,butterfly,266
627,Hippotion celerio,Animalia,Insecta,Sphingidae,moth,266
628,Syntypistis pallidifascia,Animalia,Insecta,Notodontidae,moth,266
629,Genus Leucauge,Animalia,Arachnida,Tetragnathidae,spider,266
630,Paratrechina longicornis,Animalia,Insecta,Formicidae,other,266
631,Leucauge celebesiana,Animalia,Arachnida,Tetragnathidae,spider,265
632,Hipoepa biasalis,Animalia,Insecta,Erebidae,moth,265
633,Harmonia sedecimnotata,Animalia,Insecta,Coccinellidae,coleoptera,265
634,Bocana manifestalis,Animalia,Insecta,Erebidae,moth,265
635,Mecodina albodentata,Animalia,Insecta,Erebidae,moth,264
636,Anoplolepis gracilipes,Animalia,Insecta,Formicidae,other,264
637,Bertula abjudicalis,Animalia,Insecta,Erebidae,moth,264
638,Neolucanus swinhoei,Animalia,Insecta,Lucanidae,coleoptera,264
639,Axylia putris,Animalia,Insecta,Noctuidae,moth,263
640,Hypomecis punctinalis,Animalia,Insecta,Geometridae,moth,263
641,Eilema ranrunensis,Animalia,Insecta,Erebidae,moth,263
642,Lymantria sinica,Animalia,Insecta,Erebidae,moth,262
643,Leucoma clara,Animalia,Insecta,Erebidae,moth,261
644,Psyra spurcataria,Animalia,Insecta,Geometridae,moth,260
645,Spilarctia postrubida,Animalia,Insecta,Erebidae,moth,260
646,Melanitis leda,Animalia,Insecta,Nymphalidae,butterfly,259
647,Ecliptopera rectilinea kanshinensis,Animalia,Insecta,Geometridae,moth,259
648,Axylia putris triseriata,Animalia,Insecta,Noctuidae,moth,258
649,Thomisus labefactus,Animalia,Arachnida,Thomisidae,spider,258
650,Syntypistis viridipicta,Animalia,Insecta,Notodontidae,moth,258
651,Papilio paris nakaharai,Animalia,Insecta,Papilionidae,butterfly,257
652,Dilophodes elegans,Animalia,Insecta,Geometridae,moth,257
653,Bryophilina mollicula,Animalia,Insecta,Noctuidae,moth,256
654,Notata parva,Animalia,Insecta,Erebidae,moth,256
655,Macroglossum pyrrhosticta,Animalia,Insecta,Sphingidae,moth,256
656,Tanaorhinus viridiluteata,Animalia,Insecta,Geometridae,moth,255
657,Allodontoides tenebrosa,Animalia,Insecta,Notodontidae,moth,255
658,Ambulyx sericeipennis,Animalia,Insecta,Sphingidae,moth,255
659,Cryptogonus orbiculus,Animalia,Insecta,Coccinellidae,coleoptera,255
660,Genus Cnaphalocrocis,Animalia,Insecta,Crambidae,moth,255
661,Byasa polyeuctes termessus,Animalia,Insecta,Papilionidae,butterfly,254
662,Oreta brunnea,Animalia,Insecta,Drepanidae,moth,254
663,Comparmustilia gerontica,Animalia,Insecta,Endromidae,moth,253
664,Thyatira batis,Animalia,Insecta,Drepanidae,moth,253
665,Hypomecis percnioides,Animalia,Insecta,Geometridae,moth,252
666,Genus Amerila,Animalia,Insecta,Erebidae,moth,251
667,Physopelta parviceps,Animalia,Insecta,Largidae,other,250
668,Formofentonia orbifer,Animalia,Insecta,Notodontidae,moth,250
669,Parolulis renalis,Animalia,Insecta,Erebidae,moth,250
670,Hypena sinuosa,Animalia,Insecta,Erebidae,moth,249
671,Genus Crocidolomia,Animalia,Insecta,Crambidae,moth,249
672,Mogannia hebes,Animalia,Insecta,Cicadidae,other,249
673,Papilio bianor,Animalia,Insecta,Papilionidae,butterfly,249
674,Corymica pryeri,Animalia,Insecta,Geometridae,moth,248
675,Diplopseustis perieresalis,Animalia,Insecta,Crambidae,moth,248
676,Neopheosia fasciata,Animalia,Insecta,Notodontidae,moth,247
677,Euproctis croceola,Animalia,Insecta,Erebidae,moth,247
678,Comibaena procumbaria,Animalia,Insecta,Geometridae,moth,247
679,Genus Dysaethria,Animalia,Insecta,Uraniidae,moth,246
680,Troides aeacus formosanus,Animalia,Insecta,Papilionidae,butterfly,246
681,Family Pieridae,Animalia,Insecta,Pieridae,butterfly,245
682,Polyura narcaea meghaduta,Animalia,Insecta,Nymphalidae,butterfly,245
683,Carea varipes,Animalia,Insecta,Nolidae,moth,245
684,Ecliptopera umbrosaria stathera,Animalia,Insecta,Geometridae,moth,245
685,Ourapteryx caecata,Animalia,Insecta,Geometridae,moth,244
686,Genus Selepa,Animalia,Insecta,Nolidae,moth,244
687,Epobeidia lucifera,Animalia,Insecta,Geometridae,moth,244
688,Liparopsis formosana,Animalia,Insecta,Notodontidae,moth,243
689,Bertula hadenalis,Animalia,Insecta,Erebidae,moth,242
690,Papilio helenus fortunius,Animalia,Insecta,Papilionidae,butterfly,242
691,Cantao ocellatus,Animalia,Insecta,Scutelleridae,other,241
692,Theretra silhetensis,Animalia,Insecta,Sphingidae,moth,240
693,Mimeusemia vilemani,Animalia,Insecta,Noctuidae,moth,240
694,Chadisra bipars,Animalia,Insecta,Notodontidae,moth,239
695,Mythimna radiata,Animalia,Insecta,Noctuidae,moth,239
696,Danala lilacina,Animalia,Insecta,Geometridae,moth,238
697,Hestina assimilis formosana,Animalia,Insecta,Nymphalidae,butterfly,238
698,Genus Comostola,Animalia,Insecta,Geometridae,moth,238
699,Deileptenia rimosaria,Animalia,Insecta,Geometridae,moth,237
700,Limenitis sulpitia tricula,Animalia,Insecta,Nymphalidae,butterfly,237
701,Acropteris leptaliata,Animalia,Insecta,Uraniidae,moth,237
702,Genus Bombus,Animalia,Insecta,Apidae,other,237
703,Exsula dentatrix,Animalia,Insecta,Noctuidae,moth,237
704,Genus Spodoptera,Animalia,Insecta,Noctuidae,moth,237
705,Cataclysta angulata,Animalia,Insecta,Crambidae,moth,236
706,Prioneris thestylis formosana,Animalia,Insecta,Pieridae,butterfly,236
707,Genus Monobolodes,Animalia,Insecta,Uraniidae,moth,236
708,Euploea tulliolus,Animalia,Insecta,Nymphalidae,butterfly,236
709,Diphtherocome pulchra,Animalia,Insecta,Noctuidae,moth,235
710,Catochrysops panormus exiguus,Animalia,Insecta,Lycaenidae,butterfly,235
711,Chiasmia eleonora,Animalia,Insecta,Geometridae,moth,235
712,Strepsigonia diluta,Animalia,Insecta,Drepanidae,moth,234
713,Callyna semivitta,Animalia,Insecta,Noctuidae,moth,234
714,Phthonandria atrilineata cuneilinearia,Animalia,Insecta,Geometridae,moth,233
715,Tensha striatella,Animalia,Insecta,Notodontidae,moth,233
716,Hasora badra,Animalia,Insecta,Hesperiidae,butterfly,232
717,Plutella xylostella,Animalia,Insecta,Plutellidae,moth,231
718,Curetis acuta formosana,Animalia,Insecta,Lycaenidae,butterfly,231
719,Genus Athetis,Animalia,Insecta,Noctuidae,moth,231
720,Tethea oberthueri,Animalia,Insecta,Drepanidae,moth,230
721,Psilalcis albibasis,Animalia,Insecta,Geometridae,moth,230
722,Horipsestis aenea,Animalia,Insecta,Drepanidae,moth,230
723,Genus Eupithecia,Animalia,Insecta,Geometridae,moth,229
724,Trisuloides sericea,Animalia,Insecta,Noctuidae,moth,229
725,Genus Pachyodes,Animalia,Insecta,Geometridae,moth,228
726,Xerodes contiguaria,Animalia,Insecta,Geometridae,moth,228
727,Ericeia inangulata,Animalia,Insecta,Erebidae,moth,227
728,Diaphania indica,Animalia,Insecta,Crambidae,moth,227
